ID	B_cells_naive_CIBERSORT	B_cells_memory_CIBERSORT	Plasma_cells_CIBERSORT	T_cells_CD8_CIBERSORT	T_cells_CD4_naive_CIBERSORT	T_cells_CD4_memory_resting_CIBERSORT	T_cells_CD4_memory_activated_CIBERSORT	T_cells_follicular_helper_CIBERSORT	T_cells_regulatory_(Tregs)_CIBERSORT	T_cells_gamma_delta_CIBERSORT	NK_cells_resting_CIBERSORT	NK_cells_activated_CIBERSORT	Monocytes_CIBERSORT	Macrophages_M0_CIBERSORT	Macrophages_M1_CIBERSORT	Macrophages_M2_CIBERSORT	Dendritic_cells_resting_CIBERSORT	Dendritic_cells_activated_CIBERSORT	Mast_cells_resting_CIBERSORT	Mast_cells_activated_CIBERSORT	Eosinophils_CIBERSORT	Neutrophils_CIBERSORT	P-value_CIBERSORT	Correlation_CIBERSORT	RMSE_CIBERSORT
GSM2449621	0.010359826177852	0	0.000300757655890216	0.138761033567704	0.11443268628232	0	0.0663480061661013	0	0.00206814913774618	0	0.154764635426694	0	0.137451362822746	0.00718613081458429	0	0	0	0	0	0	0	0.368327411948362	0	0.842230480061043	0.587962718904005
GSM2449622	0.0184498317914111	0.00858583063635287	0.00491263833188907	0.0406669490094919	0.137874894295234	0.00165962845885359	0.0458187142416257	0	0	0.0410435072152629	0.126031582307561	0	0.0889201089483969	0	0	0	0	0.00755627882291011	0.0119803760604203	0	0.0495467700622213	0.41695288981837	0	0.784359598042	0.640655612296408
GSM2449623	0	0.00661728864656791	0.00500727778447602	0.146738607880275	0.121357429237557	0	0.0360894943905343	0	0.0267553184664202	0	0.14848607669217	0	0.135886120038581	0.00800384624327762	0.00264236225745635	0	0.00555370790328897	0.007689400139945	0	0.004829214004423	0	0.344343856315027	0	0.818449649465938	0.618735674131527
GSM2449624	0.0234631646640372	0	0	0.167443358094741	0.266868040230836	0	0.0188302274850785	0	0.0123916642063377	0	0.102754706477862	0	0.0797486186044898	0	0	0	0	0.00177461786374247	0.0113405806291858	0	0	0.31538502174369	0	0.796127842396361	0.64161969664914
GSM2449625	0.0201127876268267	0	0.00437526734620735	0.136963940113465	0.146360874232855	0	0.0519393964257938	0	0.001838810020185	0	0.111671970940046	0	0.114419061376711	0	0	0	0	0.00617848217820975	0.014541793024972	0	0	0.391597616714728	0	0.807253941037309	0.62236747594671
GSM2449626	0.0185596115491092	0	0.00339137613455201	0.082034024897682	0.160374067791227	0	0.0745476935954974	0	0.00800879981714678	0	0.175955468865407	0	0.0893392437995095	0	0.00384949221861441	0	0.00819628305292414	0	0	0	0	0.375743938278331	0	0.847761443716352	0.585071216120082
GSM2449627	0.00317601437548747	0	0.00550136345748464	0.177942790916942	0.152069535774441	0	0.055840931203264	0	0.0211838754125344	0	0.169658637489143	0	0.10321758893246	0	0.0038596294021864	0	0.00917792192638746	0	0	0	0	0.29837171110967	0	0.817892315730063	0.625884971765316
GSM2449628	0.00462996369642193	0.0124397656907253	0.000263671356137226	0.148775763067243	0.173334569988035	0	0.0381875662220178	0	0.0304268981462058	0	0.117937590929995	0	0.064785760167149	0	0.0030050331123468	0	0.00751860052852747	0	0	0	0	0.398694817095196	0	0.832806091286315	0.593455812128341
GSM2449629	0.0746062176436632	0	0	0.186538701503377	0.143012570800913	0	0.0509693764108987	0	0.0183916973783134	0	0.127432499963598	0	0.130578311242053	0	0	0	0	0.0011375942602557	0.00647384605708503	0	0	0.260859184739842	0	0.794714368015432	0.65857284337445
GSM2449630	0	0.00113623167226174	0.00529836100771563	0.0986174967822139	0.0807626020552211	0	0.0334051564367175	0	0	0	0.172101776643955	0	0.226055063448608	0	0	0	0	0.0012950953035653	0	0	0	0.381328216649742	0	0.839161233733573	0.579265971294532
GSM2449631	0.0287859828179596	0	0	0.17795092320741	0.117976379553134	0	0.059670828278393	0	0	0	0.154077315815619	0	0.152946503090099	0	0	0	0	0.00113261923320918	0.0075259894484067	0	0	0.299933458555769	0	0.811235939269691	0.633540134605288
GSM2449632	0.0184160625519747	0	0	0.103543251512508	0.127365708779887	0	0.0435519874900303	0	0	0	0.136708510816609	0	0.158520350709562	0.00520135706675268	0	0	0	0	0.00415235279433022	0	0	0.402540418278347	0	0.848356793229083	0.572117648385771
GSM2449633	0.0136104496258851	0	0	0.11969994174588	0.0797141581534463	0	0.0552692429533206	0	0.0014856038479605	0	0.151091969426807	0	0.197556487208461	0.000434545828835156	0	0.000203162733453744	0	0	0.0101001500868988	0	0	0.370834288389052	0	0.842979217976596	0.583283036897912
GSM2449634	0.0240669651841364	0	0.000420240565747591	0.196605654029777	0.103036569891922	0	0.0622100380905331	0	0.0100056217531866	0	0.192295646410307	0	0.172096095182393	0	0	0	5.73723754154071e-05	0	0.00233522252025555	0	0	0.236870573996326	0	0.807362838568454	0.643088219653451
GSM2449635	0.0244231074621628	0	0	0.15392452590408	0.0921419877608582	0	0.0435713197937187	0	0.0040819939142621	0	0.193140095258036	0	0.143624034068337	0	0	0	0	0.00375002151261424	0	0	0	0.341342914325932	0	0.796574914270042	0.635805873466142
GSM2449636	0.00919907568849161	0	0.00457687740383671	0.0980689808251076	0.181425699983442	0	0.0357472675581866	0	0.0274558042764852	0	0.127501932981985	0	0.104989597275394	0.00221686410574278	0.00286438683008714	0	0.00296926042867962	0.000594914885118315	0.0144734352037865	0	0	0.387915902553656	0	0.805329696921667	0.624354325053466
GSM2449637	0.0170641153564131	0	0	0.151041805437247	0.105567597968721	0	0.0653490651493102	0	0.00750353539092021	0	0.142602282547214	0	0.155809981061031	0	0	0	0	0.00129815326329451	0.00313647691995683	0	0	0.350626986905894	0	0.837664067116377	0.59729229466263
GSM2449638	0.00136035452015119	0	0.00576478478055934	0.0591653476118144	0.124740492804657	0	0.0450601182774181	0	0.000355698180796188	0.0294044968709521	0.0838347395233196	0	0.117738151272142	0	4.5654203913107e-05	0	0.00192013423705674	0	0	0	0	0.53061002771722	0	0.844154782903742	0.549379681154237
GSM2449639	0.0401808934158774	0	0.00164741542628401	0.0710701088325364	0.149351856734073	0	0.0404710484806678	0	0	0	0.151379098316459	0	0.187727538599923	0	0	0	0	0.00209108123358495	0.0209238995915808	0	0	0.335157059369013	0	0.811927869004916	0.627620379936398
GSM2449640	0.0170360585381298	0	0.00106607677966327	0.099363356476961	0.0646091781368448	0	0.047979232152167	0	0.00179954424340556	0	0.137564786199191	0	0.145001705612278	0.0033750073191137	0	0	0	0.00170029026280643	0.0048413548426407	0	0	0.475663409436799	0	0.862081819016755	0.536677649568625
GSM2449641	0.0152767416978737	0	0.00717998123331141	0.0409773567756207	0.0889120976102105	0	0.0163529722456098	0	0.0165451595834997	0.0127133849929109	0.0595153714662428	0	0.120323534964297	0	0	0	0.000127575121022848	0.00302806769388251	0.00873835603666502	0	0	0.610309400578853	0	0.866837681983153	0.505167025337473
GSM2449642	0.0217802585818601	0	0	0.0547793522125292	0.134496581352965	0	0.034038626833751	0	0	0.01376573907704	0.115971875331692	0	0.137478503833804	0	0	0	0	0.00733247198054924	0.00531952359445117	0	0	0.475037067201358	0	0.830919255912301	0.576277384240208
GSM2449643	0.021821010110691	0	0	0.129193391083645	0.0675059246472063	0	0.0254972291729198	0	0	0	0.140215645468017	0	0.21464986212553	0.000465477268540066	0	0	0	0	0.0133150360001275	0	0	0.387336424123324	0	0.851475489326165	0.567399340968604
GSM2449644	0.0119394605583872	0	0.00106436365765889	0.0865413826805532	0.0169238518277371	0	0.0404101360482013	0	0	0.070142782333903	0.0979139703814407	0	0.304854865064427	0	0	0	0	0.0120937835623831	0.00124542075660211	0	0	0.356869983128706	0	0.812963695137884	0.606232359539434
GSM2449645	0.0452682270370565	0	6.85195887167616e-05	0.058460089315828	0.0632821138337384	0	0.0394760743257676	0	0	0.0159396426344863	0.127777196686929	0	0.118061042035612	0	0	0	0	0.00191926607072262	0.0151812571227375	0	0	0.514566571348404	0	0.861155414736293	0.53116661461115
GSM2449646	0.00922170846249324	0	0.00392984486879568	0.0328474497540286	0.154338407163578	0	0.0331701854980821	0	0	0	0.150222872628544	0	0.188182413456919	0	0	0	0	0.0036344437356019	0.00833498309220408	0	0	0.416117691339754	0	0.839878972530276	0.575719732570211
GSM2449647	0.0164927596597052	0	0.000481883589351064	0.0537304595143435	0.124477627575998	0	0.0220783439875018	0	0	0	0.10314077242778	0	0.138628845863853	0.0100181328431143	0	0	0	0.00228777189042056	0.0178720280864776	0	0	0.510791374561455	0	0.850322429857176	0.544498554249759
GSM2449648	0.0132594479756337	0	0.00199123895131542	0.100782206601431	0.0254901437352079	0	0.041476458624707	0	0	0.0510539881797707	0.0924760029612988	0	0.165222560232628	0	0	0	0.00169868831666365	0.00625654652992971	0.0163465183984604	0	0	0.483946199492953	0	0.809252125527304	0.598162217327163
GSM2449649	0.0119059506911664	0	0.00382263778460599	0.149613004970915	0.0935877716500341	0	0.0303693643927838	0	0	0	0.1489615120353	0	0.203392431760353	0.00475571571160086	0	0	0	0.0042200762609801	0.00449473429719989	0	0	0.344876800445061	0	0.829920426637767	0.601923057127978
GSM2449650	0.0360458666585505	0	0.00513800586217578	0.130886170887318	0.168275736608009	0	0.0245160107224035	0	0.00123118413329748	0	0.110139485309907	0	0.140537072811162	0.00186977084039455	0	0	0	0	0.00427390095076193	0	0	0.37708679521602	0	0.829863819207949	0.600130453457038
GSM2449651	0.00861772496211328	0	0.00331649972145685	0.0481133342829501	0.0743421045065082	0	0.0415650820572297	0	0	0.0209456946148374	0.189570797161788	0	0.183640260635599	0.00630808640323416	0	0	0	0.00331202535694911	0.00409648374514979	0	0	0.416171906552185	0	0.839040809205596	0.573616188545607
GSM2449652	0.0189513508193239	0	0.00197416556914053	0.0613784928303311	0.087806728264229	0.00924986842679959	0.0266762114166062	0	0	0	0.113367767270851	0	0.156183629193781	0.00725183899796381	0	0	0	0.00193680221417278	0.0134296875556123	0	0	0.501793457441189	0	0.859714656618961	0.532888680683248
GSM2449653	0.0240004575028702	0	0.000258957971292958	0.121767824641665	0.0599949907363405	0	0.0558676608198235	0	0	0.0120339302127513	0.160502963944904	0	0.116699993995815	0	0	0	0	0.000836805278807306	0.0271381134978236	0	0	0.420898301397906	0	0.845378962079339	0.573649024429253
GSM2449654	0.0244132144453311	0	0.00150808151668374	0.0696652898323826	0.113800754730732	0	0.0321918911454436	0	0	0	0.0811700263565475	0	0.217297357507934	0.00421758104160211	0	0	0	0.000744358383192517	0.00654820381199179	0	0	0.44844324122816	0	0.858876994631392	0.54261114894062
GSM2449655	0.0277908666977504	0.00355278809857751	0	0.0439045799056623	0.256872236676459	0	0.0528178906350647	0	0	0.00349105429164716	0.137877001483878	0	0.22566866552992	0	0	0	0	0.00675110616643954	0.00342653698317202	0	0	0.23784727353143	0	0.800854889453977	0.655828942418984
GSM2449656	0.0162758263829411	0.0200583478598078	0	0.229122723151227	0.138913344002824	0	0.0542318216205858	0	0	0.106100027244714	0.0329746003066424	0	0.135733515450718	0	0.000454509822617891	0	0	0.00831139221726424	0.00193305469574434	0	0	0.255890837244913	0	0.732328116621183	0.703605707790552
GSM2449657	0.0314182273735024	0.0077328620628677	0	0.111959341571542	0.132969544440915	0	0.0406598305729098	0	0	0	0.171888355971234	0	0.155348630845678	0	0	0.00092063509059587	0	0.00431906513355961	0	0	0	0.342783506937195	0	0.826734245704736	0.609680716178806
